key,L/S,TOS 15min,TOS 1hr,TOS 1day,,Profit,Orders,wincnt,losscnt,wins$,loss$,ratio,,,,,,,,,,,,,,,17,172,18,182,19,192,201,220,211,Rank
shortATR15:HATR1:HATRD:ACCI15:IUCCIA15:OCCIA1h:ILCCIA1d:USpread:L,,,,,,125,1,1,,125,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:LATRD:ACCI15:OCCIA15:OCCIA1h:UCCIA1d:IUSpread:O,,,,,,125,1,1,,125,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:ACCI15:UCCIA15:UCCIA1h:IUCCIA1d:USpread:L,,,,,,125,7,4,3,437.5,-312.5,1.4,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:HATRD:ACCI15:ILCCIA15:UCCIA1h:ILCCIA1d:ILSpread:O,,,,,,125,1,1,,125,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:HATRD:HCCI15:OCCIA15:OCCIA1h:IUCCIA1d:OSpread:M,,,,,,125,6,2,4,575,-450,1.277777778,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:HATRD:ACCI15:ILCCIA15:UCCIA1h:UCCIA1d:IUSpread:A,,,,,,125,2,1,1,187.5,-62.5,3,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:ACCI15:ILCCIA15:ILCCIA1h:UCCIA1d:IUSpread:O,,,,,,125,7,4,3,187.5,-62.5,3,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:HCCI15:OCCIA15:OCCIA1h:ILCCIA1d:OSpread:H,,,,,,125,4,2,2,262.5,-137.5,1.909090909,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:HATRD:ACCI15:UCCIA15:UCCIA1h:UCCIA1d:ILSpread:M,,,,,,125,1,1,,125,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:HCCI15:UCCIA15:IUCCIA1h:ILCCIA1d:IUSpread:O,,,,,,125,1,1,,125,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:ACCI15:IUCCIA15:IUCCIA1h:ILCCIA1d:IUSpread:M,,,,,,125,9,2,7,325,-200,1.625,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:LATRD:ACCI15:ILCCIA15:IUCCIA1h:OCCIA1d:IUSpread:O,,,,,,125,1,1,,125,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:ACCI15:UCCIA15:UCCIA1h:ILCCIA1d:ILSpread:H,,,,,,125,1,1,,125,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:LATRD:ACCI15:UCCIA15:UCCIA1h:OCCIA1d:OSpread:O,,,,,,125,1,1,,125,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:AATRD:HCCI15:ILCCIA15:ILCCIA1h:UCCIA1d:IUSpread:A,,,,,,125,1,1,,125,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:LATRD:HCCI15:OCCIA15:OCCIA1h:IUCCIA1d:OSpread:O,,,,,,125,1,1,,125,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:ACCI15:UCCIA15:ILCCIA1h:IUCCIA1d:OSpread:L,,,,,,125,14,5,9,650,-525,1.238095238,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:LATRD:ACCI15:UCCIA15:UCCIA1h:UCCIA1d:IUSpread:O,,,,,,125,1,1,,125,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:LATRD:ACCI15:UCCIA15:UCCIA1h:ILCCIA1d:OSpread:H,,,,,,125,11,5,6,387.5,-262.5,1.476190476,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:AATRD:ACCI15:ILCCIA15:ILCCIA1h:UCCIA1d:USpread:H,,,,,,125,2,1,1,175,-50,3.5,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:HCCI15:OCCIA15:IUCCIA1h:UCCIA1d:OSpread:H,,,,,,125,2,1,1,162.5,-37.5,4.333333333,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:HATRD:ACCI15:ILCCIA15:ILCCIA1h:UCCIA1d:ILSpread:O,,,,,,125,1,1,,125,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:HCCI15:ILCCIA15:ILCCIA1h:IUCCIA1d:ILSpread:A,,,,,,125,8,3,5,487.5,-362.5,1.344827586,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:ACCI15:OCCIA15:OCCIA1h:UCCIA1d:ILSpread:M,,,,,,125,1,1,,125,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:LATRD:ACCI15:UCCIA15:ILCCIA1h:IUCCIA1d:USpread:O,,,,,,125,1,1,,125,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:LATRD:ACCI15:ILCCIA15:ILCCIA1h:UCCIA1d:ILSpread:A,,,,,,125,2,1,1,137.5,-12.5,11,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:UCCIA15:ILCCIA1h:UCCIA1d:OSpread:M,,,,,,125,2,1,1,350,-225,1.555555556,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:ACCI15:UCCIA15:UCCIA1h:UCCIA1d:IUSpread:A,,,,,,125,9,4,5,1150,-1025,1.12195122,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:ACCI15:IUCCIA15:IUCCIA1h:UCCIA1d:IUSpread:H,,,,,,125,5,2,3,225,-100,2.25,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:HATRD:HCCI15:UCCIA15:UCCIA1h:IUCCIA1d:OSpread:A,,,,,,125,3,1,2,437.5,-312.5,1.4,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:HATRD:ACCI15:UCCIA15:UCCIA1h:UCCIA1d:IUSpread:A,,,,,,125,2,2,,125,,0,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:LATRD:ACCI15:IUCCIA15:IUCCIA1h:OCCIA1d:IUSpread:M,,,,,,125,7,2,5,200,-75,2.666666667,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:HCCI15:ILCCIA15:ILCCIA1h:UCCIA1d:OSpread:A,,,,,,125,21,6,15,1300,-1175,1.106382979,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:HATRD:HCCI15:IUCCIA15:ILCCIA1h:UCCIA1d:IUSpread:O,,,,,,125,7,2,5,662.5,-537.5,1.23255814,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:LATRD:ACCI15:ILCCIA15:IUCCIA1h:UCCIA1d:IUSpread:H,,,,,,125,1,1,,125,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:AATRD:HCCI15:IUCCIA15:IUCCIA1h:UCCIA1d:OSpread:M,,,,,,125,2,1,1,150,-25,6,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:ACCI15:IUCCIA15:IUCCIA1h:OCCIA1d:ILSpread:L,,,,,,125,3,2,1,175,-50,3.5,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:AATRD:ACCI15:OCCIA15:OCCIA1h:OCCIA1d:IUSpread:A,,,,,,125,1,1,,125,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:AATRD:ACCI15:UCCIA15:UCCIA1h:OCCIA1d:USpread:O,,,,,,125,1,1,,125,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:ACCI15:IUCCIA15:IUCCIA1h:ILCCIA1d:IUSpread:O,,,,,,125,6,2,4,200,-75,2.666666667,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:ACCI15:UCCIA15:UCCIA1h:OCCIA1d:OSpread:O,,,,,,125,1,1,,125,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:LATRD:ACCI15:OCCIA15:IUCCIA1h:OCCIA1d:ILSpread:A,,,,,,125,1,1,,125,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:AATRD:ACCI15:IUCCIA15:IUCCIA1h:UCCIA1d:ILSpread:O,,,,,,125,2,1,1,212.5,-87.5,2.428571429,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:LATRD:HCCI15:OCCIA15:OCCIA1h:IUCCIA1d:ILSpread:M,,,,,,125,1,1,,125,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:ACCI15:OCCIA15:OCCIA1h:UCCIA1d:ILSpread:L,,,,,,125,1,1,,125,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:HCCI15:IUCCIA15:IUCCIA1h:OCCIA1d:USpread:H,,,,,,125,6,3,3,225,-100,2.25,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:LATRD:ACCI15:OCCIA15:ILCCIA1h:ILCCIA1d:OSpread:O,,,,,,125,2,2,,125,,0,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:LATRD:ACCI15:OCCIA15:ILCCIA1h:ILCCIA1d:IUSpread:O,,,,,,125,2,1,1,125,0,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:AATRD:ACCI15:ILCCIA15:ILCCIA1h:UCCIA1d:OSpread:M,,,,,,112.5,2,1,1,137.5,-25,5.5,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:LCCI15:ILCCIA15:ILCCIA1h:OCCIA1d:OSpread:A,,,,,,112.5,1,1,,112.5,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:LATRD:ACCI15:IUCCIA15:OCCIA1h:IUCCIA1d:OSpread:O,,,,,,112.5,3,2,1,137.5,-25,5.5,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:HATRD:ACCI15:ILCCIA15:ILCCIA1h:ILCCIA1d:USpread:M,,,,,,112.5,1,1,,112.5,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:UCCIA15:ILCCIA1h:IUCCIA1d:USpread:A,,,,,,112.5,5,2,3,662.5,-550,1.204545455,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:AATRD:ACCI15:IUCCIA15:IUCCIA1h:IUCCIA1d:OSpread:H,,,,,,112.5,10,2,8,437.5,-325,1.346153846,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:LATRD:ACCI15:ILCCIA15:IUCCIA1h:OCCIA1d:IUSpread:O,,,,,,112.5,5,2,3,175,-62.5,2.8,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:HCCI15:ILCCIA15:UCCIA1h:UCCIA1d:IUSpread:A,,,,,,112.5,2,2,,112.5,,0,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:ACCI15:IUCCIA15:ILCCIA1h:ILCCIA1d:OSpread:H,,,,,,112.5,10,3,7,400,-287.5,1.391304348,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:HCCI15:UCCIA15:IUCCIA1h:ILCCIA1d:OSpread:O,,,,,,112.5,2,1,1,212.5,-100,2.125,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:HCCI15:ILCCIA15:ILCCIA1h:IUCCIA1d:OSpread:O,,,,,,112.5,2,1,1,212.5,-100,2.125,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:HCCI15:UCCIA15:ILCCIA1h:IUCCIA1d:ILSpread:H,,,,,,112.5,4,3,1,262.5,-150,1.75,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:AATRD:HCCI15:IUCCIA15:OCCIA1h:IUCCIA1d:ILSpread:O,,,,,,112.5,2,2,,112.5,,0,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:LATRD:ACCI15:IUCCIA15:IUCCIA1h:OCCIA1d:OSpread:M,,,,,,112.5,2,1,1,137.5,-25,5.5,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:HATRD:HCCI15:UCCIA15:UCCIA1h:IUCCIA1d:USpread:H,,,,,,112.5,6,3,3,712.5,-600,1.1875,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:HATRD:HCCI15:OCCIA15:OCCIA1h:UCCIA1d:ILSpread:H,,,,,,112.5,2,1,1,275,-162.5,1.692307692,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:ACCI15:ILCCIA15:UCCIA1h:ILCCIA1d:ILSpread:H,,,,,,112.5,1,1,,112.5,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:ACCI15:UCCIA15:ILCCIA1h:OCCIA1d:ILSpread:H,,,,,,112.5,2,1,1,125,-12.5,10,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:IUCCIA15:OCCIA1h:ILCCIA1d:USpread:O,,,,,,112.5,16,8,8,2462.5,-2350,1.04787234,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:AATRD:ACCI15:UCCIA15:IUCCIA1h:ILCCIA1d:ILSpread:O,,,,,,112.5,1,1,,112.5,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:LATRD:ACCI15:UCCIA15:UCCIA1h:ILCCIA1d:IUSpread:O,,,,,,112.5,2,2,,112.5,,0,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:ACCI15:UCCIA15:ILCCIA1h:OCCIA1d:ILSpread:O,,,,,,112.5,1,1,,112.5,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:AATRD:ACCI15:ILCCIA15:UCCIA1h:ILCCIA1d:ILSpread:A,,,,,,112.5,1,1,,112.5,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:LATRD:ACCI15:IUCCIA15:ILCCIA1h:IUCCIA1d:IUSpread:A,,,,,,112.5,3,1,2,187.5,-75,2.5,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:HATRD:HCCI15:IUCCIA15:IUCCIA1h:UCCIA1d:ILSpread:H,,,,,,112.5,3,2,1,200,-87.5,2.285714286,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:AATRD:ACCI15:UCCIA15:UCCIA1h:ILCCIA1d:OSpread:A,,,,,,112.5,3,1,2,187.5,-75,2.5,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:ACCI15:IUCCIA15:OCCIA1h:UCCIA1d:ILSpread:O,,,,,,112.5,1,1,,112.5,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:AATRD:HCCI15:UCCIA15:UCCIA1h:IUCCIA1d:ILSpread:O,,,,,,112.5,1,1,,112.5,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:AATRD:ACCI15:OCCIA15:OCCIA1h:IUCCIA1d:OSpread:O,,,,,,112.5,8,4,4,300,-187.5,1.6,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:HATRD:HCCI15:OCCIA15:IUCCIA1h:IUCCIA1d:OSpread:L,,,,,,112.5,3,1,2,250,-137.5,1.818181818,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:AATRD:HCCI15:UCCIA15:UCCIA1h:UCCIA1d:IUSpread:O,,,,,,112.5,3,2,1,200,-87.5,2.285714286,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:HCCI15:OCCIA15:OCCIA1h:IUCCIA1d:ILSpread:H,,,,,,112.5,24,9,15,1712.5,-1600,1.0703125,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:ACCI15:IUCCIA15:OCCIA1h:UCCIA1d:USpread:M,,,,,,112.5,1,1,,112.5,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:ACCI15:UCCIA15:UCCIA1h:UCCIA1d:USpread:A,,,,,,112.5,2,1,1,212.5,-100,2.125,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:HATRD:HCCI15:UCCIA15:UCCIA1h:IUCCIA1d:IUSpread:H,,,,,,112.5,15,7,8,1300,-1187.5,1.094736842,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:ACCI15:ILCCIA15:ILCCIA1h:UCCIA1d:USpread:L,,,,,,112.5,4,1,3,337.5,-225,1.5,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:AATRD:HCCI15:OCCIA15:OCCIA1h:IUCCIA1d:IUSpread:H,,,,,,112.5,2,1,1,162.5,-50,3.25,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:LATRD:HCCI15:ILCCIA15:IUCCIA1h:IUCCIA1d:ILSpread:O,,,,,,112.5,1,1,,112.5,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:LATRD:ACCI15:OCCIA15:OCCIA1h:ILCCIA1d:OSpread:H,,,,,,112.5,3,1,2,137.5,-25,5.5,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:ILCCIA15:ILCCIA1h:UCCIA1d:OSpread:O,,,,,,112.5,4,2,2,700,-587.5,1.191489362,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:HCCI15:OCCIA15:OCCIA1h:UCCIA1d:USpread:O,,,,,,112.5,2,1,1,300,-187.5,1.6,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:ACCI15:ILCCIA15:IUCCIA1h:UCCIA1d:OSpread:L,,,,,,112.5,3,2,1,162.5,-50,3.25,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:ACCI15:ILCCIA15:ILCCIA1h:OCCIA1d:USpread:M,,,,,,112.5,1,1,,112.5,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:LATRD:ACCI15:IUCCIA15:IUCCIA1h:ILCCIA1d:OSpread:H,,,,,,112.5,3,2,1,187.5,-75,2.5,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:LATRD:ACCI15:UCCIA15:ILCCIA1h:ILCCIA1d:USpread:O,,,,,,112.5,2,1,1,162.5,-50,3.25,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:HCCI15:IUCCIA15:IUCCIA1h:UCCIA1d:IUSpread:A,,,,,,112.5,6,1,5,512.5,-400,1.28125,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:LATRD:LCCI15:ILCCIA15:ILCCIA1h:UCCIA1d:OSpread:M,,,,,,112.5,1,1,,112.5,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:HCCI15:UCCIA15:ILCCIA1h:UCCIA1d:ILSpread:L,,,,,,112.5,2,1,1,137.5,-25,5.5,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:HCCI15:OCCIA15:OCCIA1h:OCCIA1d:IUSpread:A,,,,,,112.5,7,4,3,325,-212.5,1.529411765,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:HCCI15:ILCCIA15:UCCIA1h:ILCCIA1d:USpread:A,,,,,,112.5,1,1,,112.5,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:HCCI15:UCCIA15:UCCIA1h:OCCIA1d:IUSpread:A,,,,,,112.5,1,1,,112.5,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:LATRD:ACCI15:IUCCIA15:IUCCIA1h:OCCIA1d:ILSpread:L,,,,,,112.5,3,1,2,125,-12.5,10,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:AATRD:HCCI15:ILCCIA15:ILCCIA1h:ILCCIA1d:OSpread:H,,,,,,112.5,2,1,1,125,-12.5,10,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:LATRD:ACCI15:ILCCIA15:IUCCIA1h:UCCIA1d:OSpread:O,,,,,,112.5,3,1,2,162.5,-50,3.25,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:AATRD:ACCI15:IUCCIA15:IUCCIA1h:IUCCIA1d:ILSpread:O,,,,,,112.5,4,2,2,162.5,-50,3.25,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:HCCI15:UCCIA15:UCCIA1h:OCCIA1d:ILSpread:M,,,,,,112.5,2,2,,112.5,,0,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:ACCI15:ILCCIA15:UCCIA1h:ILCCIA1d:IUSpread:O,,,,,,112.5,5,4,1,137.5,-25,5.5,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:HCCI15:OCCIA15:OCCIA1h:OCCIA1d:IUSpread:H,,,,,,112.5,1,1,,112.5,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:ACCI15:IUCCIA15:IUCCIA1h:UCCIA1d:IUSpread:M,,,,,,112.5,5,2,3,300,-187.5,1.6,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:LATRD:ACCI15:IUCCIA15:IUCCIA1h:IUCCIA1d:IUSpread:O,,,,,,112.5,12,3,9,337.5,-225,1.5,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:LATRD:ACCI15:OCCIA15:OCCIA1h:OCCIA1d:ILSpread:A,,,,,,112.5,2,2,,112.5,,0,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:ACCI15:IUCCIA15:IUCCIA1h:UCCIA1d:USpread:O,,,,,,112.5,1,1,,112.5,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:AATRD:ACCI15:ILCCIA15:OCCIA1h:ILCCIA1d:IUSpread:O,,,,,,112.5,1,1,,112.5,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:ACCI15:IUCCIA15:IUCCIA1h:IUCCIA1d:IUSpread:A,,,,,,112.5,16,7,9,325,-212.5,1.529411765,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:AATRD:ACCI15:UCCIA15:UCCIA1h:OCCIA1d:OSpread:H,,,,,,112.5,2,1,1,175,-62.5,2.8,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:ACCI15:UCCIA15:UCCIA1h:IUCCIA1d:IUSpread:H,,,,,,112.5,16,7,9,375,-262.5,1.428571429,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:AATRD:HCCI15:IUCCIA15:OCCIA1h:IUCCIA1d:ILSpread:M,,,,,,112.5,1,1,,112.5,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:AATRD:ACCI15:ILCCIA15:IUCCIA1h:IUCCIA1d:USpread:M,,,,,,112.5,2,1,1,237.5,-125,1.9,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:HCCI15:ILCCIA15:ILCCIA1h:UCCIA1d:ILSpread:A,,,,,,112.5,9,4,5,437.5,-325,1.346153846,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:ACCI15:IUCCIA15:IUCCIA1h:ILCCIA1d:IUSpread:A,,,,,,112.5,2,1,1,400,-287.5,1.391304348,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:ACCI15:OCCIA15:OCCIA1h:ILCCIA1d:ILSpread:H,,,,,,112.5,10,4,6,475,-362.5,1.310344828,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:HCCI15:IUCCIA15:IUCCIA1h:ILCCIA1d:IUSpread:A,,,,,,112.5,6,3,3,187.5,-75,2.5,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:LATRD:ACCI15:ILCCIA15:ILCCIA1h:ILCCIA1d:OSpread:O,,,,,,112.5,8,3,5,262.5,-150,1.75,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:LATRD:ACCI15:IUCCIA15:ILCCIA1h:UCCIA1d:ILSpread:H,,,,,,112.5,2,2,,112.5,,0,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:AATRD:ACCI15:IUCCIA15:IUCCIA1h:ILCCIA1d:OSpread:H,,,,,,112.5,7,4,3,225,-112.5,2,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:AATRD:HCCI15:IUCCIA15:OCCIA1h:ILCCIA1d:OSpread:O,,,,,,112.5,1,1,,112.5,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:AATRD:ACCI15:UCCIA15:UCCIA1h:UCCIA1d:USpread:H,,,,,,112.5,5,2,3,300,-187.5,1.6,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:HATRD:HCCI15:IUCCIA15:OCCIA1h:UCCIA1d:ILSpread:A,,,,,,112.5,1,1,,112.5,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:HCCI15:OCCIA15:OCCIA1h:ILCCIA1d:USpread:O,,,,,,100,4,2,2,187.5,-87.5,2.142857143,Y,Y,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:HATRD:ACCI15:ILCCIA15:ILCCIA1h:UCCIA1d:USpread:L,,,,,,100,1,1,,100,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:HATR1:HATRD:ACCI15:UCCIA15:UCCIA1h:IUCCIA1d:OSpread:O,,,,,,100,1,1,,100,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:LATR1:AATRD:HCCI15:IUCCIA15:IUCCIA1h:IUCCIA1d:IUSpread:O,,,,,,100,1,1,,100,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
shortATR15:HATR1:AATRD:HCCI15:ILCCIA15:ILCCIA1h:IUCCIA1d:ILSpread:A,,,,,,100,2,1,1,325,-225,1.444444444,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:AATR1:AATRD:HCCI15:OCCIA15:OCCIA1h:ILCCIA1d:USpread:O,,,,,,100,2,2,,100,,0,Y,Y,,,,,,,,,,,,,,,,,,,,,,
shortATR15:AATR1:HATRD:ACCI15:IUCCIA15:IUCCIA1h:IUCCIA1d:USpread:L,,,,,,100,1,1,,100,,0,N,N,,,,,,,,,,,,,,,,,,,,,,
longATR15:LATR1:LATRD:ACCI15:ILCCIA15:ILCCIA1h:ILCCIA1d:IUSpread:M,,,,,,100,7,3,4,175,-75,2.333333333,Y,Y,,,,,,,,,,,,,,,,,,,,,,
